,Unnamed: 0,SupplierID,SupplierName,SupplierContactDetails,ProductID,CarMaker,CarModel,CarColor,CarModelYear,CarPrice,CustomerID,CustomerName,Gender,JobTitle,PhoneNumber,EmailAddress,OrderDate,OrderID,ShipDate,ShipMode,Shipping,Sales,Quantity,Discount,CreditCardType,CreditCard,CustomerFeedback,SupplierAddress,CustomerAddress
774,774,775,Podcat,803-15-9847,9534,Volkswagen,Corrado,Aquamarine,1993,666658.35,36987-2515,Jon Alvar,Male,Registered Nurse,513-534-2151,jalvarli@amazonaws.com,2018/12/18,42808-300,2019/02/22,First Class,Truck,962546.17,2,0.31,americanexpress,377068879276766,Okay,2534 Willena Avenue Montgomery AL 36107,222 Holiday Circle Savannah GA 31419
775,775,776,Jaxworks,804-98-8936,4529,Oldsmobile,Intrigue,Purple,2000,664182.08,63187-009,Jefferey Tourle,Male,Chief Design Engineer,574-268-5872,jtourlelj@comcast.net,2018/12/23,50845-0046,2019/02/06,Same Day,Air,979670.86,1,0.6,jcb,3576770297298891,Very Good,632 Belmar Drive Edmond OK 73025,2269 Eastern Boulevard Montgomery AL 36117
776,776,777,Skajo,268-21-3799,7094,Chevrolet,2500,Turquoise,1994,598993.98,55319-619,Olive Rodolf,Female,Analyst Programmer,347-371-4599,orodolflk@eepurl.com,2019/05/07,0168-0309,2019/01/04,Second Class,Truck,712411.61,2,0.64,jcb,3569270597588967,Okay,7541 Florence Circle Anchorage AK 99507,7230 Montagne Circle Anchorage AK 99507
777,777,778,Leexo,310-97-3261,3761,Plymouth,Neon,Purple,1996,610626.3,65044-9961,Isidora Brugger,Female,Research Assistant IV,646-824-1696,ibruggerll@desdev.cn,2019/05/30,0006-0078,2019/03/26,First Class,Air,943388.33,2,0.39,switch,490324753837157813,Very Bad,2707 Wendell Avenue Louisville KY 40205,1309 Graniteville Road Williamstown VT 05679
778,778,779,Linklinks,494-57-4600,7923,Toyota,Camry,Turquoise,2006,524379.6,0781-5348,Dario Woodnutt,Male,Account Coordinator,917-667-4256,dwoodnuttlm@weather.com,2018/07/18,55154-2860,2019/02/28,First Class,Air,798116.34,1,0.43,jcb,3589386850107208,Good,2223 North Fernwood Court Savannah GA 31404,10124 Watsonville Road Louisville KY 40272
779,779,780,Skalith,588-79-8750,5532,Audi,A6,Yellow,2005,608858.62,10702-018,Melodee Lindholm,Female,VP Sales,415-222-9982,mlindholmln@istockphoto.com,2019/05/08,10056-060,2019/01/16,Standard Class,Truck,758026.52,1,0.46,jcb,3571475929447263,Very Bad,615 Q Street Northwest Washington DC 20001,629 Cutter Court Annapolis MD 21401
780,780,781,Feedfire,731-48-0736,9436,Ford,LTD Crown Victoria,Mauv,1985,690369.07,54868-3533,Cacilia Vina,Female,Paralegal,512-316-7266,cvinalo@storify.com,2018/12/17,60429-145,2019/02/28,Second Class,Air,965516.53,1,0.38,switch,4903500674411547175,Very Bad,7111 North 75th Avenue #1067 Glendale AZ 85303,514 East 38th Street Savannah GA 31401
781,781,782,Twiyo,601-64-6468,9381,Volkswagen,Type 2,Red,1988,571972.07,54868-6387,Stephannie Senett,Female,Marketing Assistant,210-417-5117,ssenettlp@wunderground.com,2019/03/02,52125-862,2019/02/14,Standard Class,Truck,777987.42,1,0.33,jcb,3586677737059213,Good,2464 Windham Hill Road Townshend VT 05359,8597 Bay Road Pasadena MD 21122
782,782,783,Meemm,373-33-2834,90,Dodge,Neon,Aquamarine,1996,502707.19,51346-144,Lester Harpham,Male,Associate Professor,617-830-3556,lharphamlq@pagesperso-orange.fr,2019/06/07,41190-656,2019/03/21,Standard Class,Air,724816.67,1,0.26,solo,6334213024386123,Bad,3008 Russell Street #R 1 Berkeley CA 94705,8 Kozera Avenue Hadley MA 01035
783,783,784,Skyvu,480-75-1740,8454,Buick,Riviera,Indigo,1987,554071.85,61919-178,Ker Borsi,Male,Clinical Specialist,903-545-9063,kborsilr@msn.com,2019/01/27,43063-025,2019/04/14,Standard Class,Truck,858393.4,2,0.7,jcb,3562354854769382,Bad,741 Amity Lane Montgomery AL 36117,2237 Northwest 18th Street Oklahoma City OK 73107
784,784,785,Agivu,559-44-4423,6941,Buick,Somerset,Puce,1986,710069.75,0172-3762,Kary Bellord,Female,VP Sales,910-935-4907,kbellordls@imgur.com,2018/09/08,0363-0563,2019/04/17,Same Day,Truck,951537.81,2,0.77,instapayment,6374509079853110,Good,324 Martin Luther King Junior Boulevard Fayetteville AR 72701,1217 Greenwood Court Nashville TN 37206
785,785,786,Geba,590-21-5146,7931,Honda,Accord,Fuscia,1992,643646.96,57664-056,Kincaid Wavish,Male,Clinical Specialist,772-246-8311,kwavishlt@ebay.com,2018/12/10,52164-1120,2019/01/13,Same Day,Truck,744448.14,1,0.25,jcb,3539813015562374,Bad,1870 A Street Oroville CA 95966,153 Atlantic Avenue #6 Salisbury MA 01952
786,786,787,Mynte,709-54-7208,4131,Mercury,Cougar,Turquoise,1992,614712.24,48951-7116,Kelby Ingleton,Male,Chemical Engineer,503-707-7976,kingletonlu@stumbleupon.com,2018/06/19,36800-539,2019/02/01,Same Day,Truck,818639.1,1,0.68,mastercard,5201016692354097,Bad,5837 West Evans Drive Glendale AZ 85306,337 South Drive Severna Park MD 21146
787,787,788,Brainsphere,862-61-5064,9912,Isuzu,i-370,Khaki,2007,666631.31,52584-482,Cy Trenoweth,Male,Developer IV,214-881-4939,ctrenowethlv@odnoklassniki.ru,2018/11/30,36987-3033,2019/02/01,Same Day,Truck,771306.73,2,0.87,jcb,3538784571685621,Very Good,217 Northeast 1st Street Moore OK 73160,322 East Taylor Street #1103 Savannah GA 31401
788,788,789,Aimbu,361-93-5692,9622,Toyota,Highlander,Crimson,2005,769788.04,69161-002,Dimitry Quillinane,Male,Database Administrator III,786-400-3230,dquillinanelw@ihg.com,2018/07/01,48102-012,2019/04/10,Same Day,Truck,838665.48,2,0.28,jcb,3588762562850585,Okay,5644 Kipling Parkway #108 Arvada CO 80002,6911 Steven Road Panama City FL 32404
789,789,790,Minyx,809-80-4403,9324,Dodge,Intrepid,Violet,1993,668395.35,50458-194,Lee Twohig,Male,Staff Scientist,626-199-2056,ltwohiglx@fda.gov,2019/04/27,36987-1677,2019/01/03,Same Day,Air,754455.42,1,0.51,visa-electron,4405148001542398,Good,6311 West Wagoner Road Glendale AZ 85308,1403 Robinson Road Nashville TN 37138
790,790,791,Jayo,811-83-2542,4994,Mitsubishi,Galant,Indigo,1988,702080.03,57955-1531,Patton Ritmeyer,Male,Financial Advisor,213-726-4729,pritmeyerly@prlog.org,2019/02/25,44924-116,2019/04/10,Standard Class,Truck,985957.59,1,0.85,solo,676731128367792944,Very Good,618 McLaws Street Savannah GA 31405,18789 Crane Avenue Castro Valley CA 94546
791,791,792,Twitternation,233-64-3603,604,Mazda,B2500,Mauv,2001,605937.43,0093-7304,Coleman Tallach,Male,Biostatistician II,217-194-7564,ctallachlz@desdev.cn,2019/04/02,55154-6637,2019/01/27,First Class,Truck,877869.33,1,0.49,jcb,3589494277257653,Okay,4807 North Grove Avenue Warr Acres OK 73122,1358 Scenic Avenue R B Berkeley CA 94708
792,792,793,Linkbridge,746-17-1815,821,Mazda,MX-3,Pink,1994,727119.19,65841-695,Christie Cerie,Female,Electrical Engineer,361-535-1418,cceriem0@ed.gov,2019/04/19,36987-2236,2019/02/24,First Class,Air,833020.08,1,0.63,americanexpress,342414777857079,Bad,269 Hugh Thomas Drive Panama City FL 32404,1566 Wingate Park Court Montgomery AL 36117
793,793,794,Dabfeed,814-95-3742,7974,Toyota,Highlander Hybrid,Purple,2007,795092.9,10893-520,Tiebout Usherwood,Male,Physical Therapy Assistant,915-325-8233,tusherwoodm1@tinyurl.com,2018/10/01,0363-0637,2019/04/02,Same Day,Air,818760.3,1,0.48,jcb,3563601073027649,Good,1326 U.S. 80 #403 Garden City GA 31408,1376 Oakland Avenue #1 Fayetteville AR 72703
794,794,795,Brainsphere,844-23-6055,3798,Chevrolet,Silverado 1500,Orange,2010,561500.73,67510-0026,Frederic Oulett,Male,Information Systems Manager,830-486-4578,foulettm2@angelfire.com,2018/09/16,0245-0036,2019/04/24,First Class,Air,962693.7,1,0.59,maestro,6761396758248718,Okay,44 Campfield Road Manchester CT 06040,260 Park Avenue #1404 Pooler GA 31322
795,795,796,Eadel,781-79-0596,5672,Toyota,Sequoia,Indigo,2009,655405.7,21695-575,Karlen Cocozza,Female,Associate Professor,253-458-2304,kcocozzam3@yolasite.com,2018/11/26,51439-006,2019/01/31,Same Day,Truck,937411.83,1,0.75,diners-club-us-ca,5535085144932682,Very Bad,7728 Twin Oaks Road Severn MD 21144,4001 19th Place Northeast Washington DC 20018
796,796,797,Teklist,820-79-0743,149,Lexus,ES,Mauv,2012,751092.56,16590-301,Sibley Benez,Female,Office Assistant I,917-236-1953,sbenezm4@stumbleupon.com,2019/02/22,21749-527,2019/05/11,First Class,Air,973918.97,2,0.85,visa,4041378304382305,Okay,6483 West 76th Avenue Arvada CO 80003,9545 West 74th Avenue Arvada CO 80005
797,797,798,Omba,146-08-9923,6292,Mazda,MX-3,Pink,1992,728047.96,37205-715,Hubie Leal,Male,VP Product Management,813-791-5847,hlealm5@loc.gov,2019/05/12,49281-650,2019/01/14,Same Day,Truck,994596.86,1,0.34,jcb,3571080509738477,Bad,6118 North 60th Avenue D Glendale AZ 85301,17 Marina Drive Savannah GA 31411
798,798,799,Trupe,214-73-6591,3829,Chevrolet,Express 2500,Maroon,2011,675338.91,52019-001,Lanita Kelson,Female,Structural Analysis Engineer,719-137-4783,lkelsonm6@sfgate.com,2018/10/10,60760-687,2019/01/23,Same Day,Air,847257.76,1,0.35,diners-club-enroute,201473566967184,Very Bad,1819 14th Avenue Nashville TN 37208,9008 Grayson Grove Court Montgomery AL 36117
799,799,800,Jaxbean,737-01-7269,8552,GMC,Canyon,Puce,2010,664490.55,49349-991,Jaquelyn Pietersma,Female,Web Developer III,913-185-3980,jpietersmam7@paginegialle.it,2019/04/28,36987-1044,2019/04/02,Standard Class,Air,700793.26,2,0.89,jcb,3528533924590968,Very Bad,4000 Albemarle Street Northwest Washington DC 20016,2577 East Wyman Road Fayetteville AR 72701
800,800,801,Leenti,692-77-6331,1529,Saab,900,Green,1993,603350.95,36987-1806,Avrit Pinnock,Female,Geologist IV,720-479-9658,apinnockm8@jalbum.net,2018/09/18,10738-303,2019/05/09,Second Class,Truck,875413.97,2,0.55,laser,6709719442586948651,Bad,195 Nursery Street #D10 Springfield MA 01104,11655 West 81st Avenue Arvada CO 80005
801,801,802,Demizz,864-66-0172,392,Eagle,Summit,Teal,1995,555102.39,60681-3003,Tedd Standbrook,Male,Legal Assistant,337-308-8315,tstandbrookm9@instagram.com,2018/10/30,49349-548,2019/06/13,Same Day,Air,819766.0,1,0.5,mastercard,5267160311973878,Very Good,40 Oliver Road Manchester CT 06042,534 North 31st Street #1 Louisville KY 40212
802,802,803,Voonte,482-26-2534,85,Jeep,Wrangler,Red,1997,725723.46,42281-003,Adore Juschka,Female,Financial Analyst,702-810-0902,ajuschkama@ted.com,2019/04/23,63255-011,2019/01/19,Same Day,Truck,971462.87,1,0.44,jcb,3579720857640682,Bad,208 Bonita Circle Panama City Beach FL 32408,8820 Vaughn Road Montgomery AL 36117
803,803,804,Innotype,345-93-3482,5553,Dodge,Nitro,Teal,2007,605198.31,0093-5517,Brantley Elflain,Male,Computer Systems Analyst III,718-587-7012,belflainmb@ucoz.ru,2018/08/27,53489-176,2019/03/01,First Class,Truck,900182.01,1,0.79,laser,670630902431694301,Very Bad,1402 North Capitol Street Northwest Washington DC 20002,7090 West 64th Avenue Arvada CO 80003
804,804,805,Babbleopia,269-87-2914,294,Chevrolet,Impala,Violet,1996,644489.28,16714-613,Way Feild,Male,Senior Editor,281-744-9410,wfeildmc@tinyurl.com,2018/07/31,66336-393,2019/03/01,First Class,Air,799501.28,1,0.36,jcb,3541112420893672,Very Bad,27 Cabbage Crossing Savannah GA 31411,1432 Bell Trace Drive Nashville TN 37013
805,805,806,Podcat,437-73-6762,7254,Suzuki,XL-7,Teal,2006,642628.37,75940-122,Arnie Fiddiman,Male,Geologist IV,256-423-3748,afiddimanmd@google.co.jp,2019/04/03,55154-9420,2019/01/31,Standard Class,Air,952251.48,1,0.28,switch,5641828608901573416,Very Bad,108 East 11th Avenue #APT 000002 Anchorage AK 99501,4350 Woodley Square Montgomery AL 36116
806,806,807,Browsetype,844-10-6046,3350,Mazda,CX-7,Teal,2012,594192.3,54868-6253,Casey Seale,Male,Senior Sales Associate,713-115-5362,csealeme@shop-pro.jp,2018/08/15,36987-2115,2019/02/12,Standard Class,Truck,702288.18,2,0.58,jcb,3572986272834229,Very Good,3835 Oakes Drive Hayward CA 94542,503 Blackwood Terrace Southeast Calhoun GA 30701
807,807,808,Midel,740-60-7848,7771,Ford,Tempo,Mauv,1985,524291.69,63629-4458,Godfree Trase,Male,Assistant Media Planner,206-958-0252,gtrasemf@scribd.com,2018/06/23,68308-020,2019/01/02,Standard Class,Truck,906147.82,1,0.88,diners-club-enroute,201823396892160,Very Good,3109 Thistle Down Lane Nashville TN 37013,7416 West Maryland Avenue Glendale AZ 85303
808,808,809,Realfire,163-41-1702,3888,Dodge,Ram 3500,Violet,2007,692027.6,0074-3799,Templeton Cleyne,Male,Graphic Designer,281-714-5309,tcleynemg@sun.com,2018/10/19,37205-725,2019/02/16,First Class,Air,870236.27,1,0.45,bankcard,5602255857949276,Good,9904 Daniel Drive Louisville KY 40118,276 Adams Street Quincy MA 02169
809,809,810,Devcast,118-97-2125,5283,Chrysler,Grand Voyager,Indigo,2000,554014.56,0268-6686,Mitzi Mussettini,Female,Environmental Specialist,863-956-0208,mmussettinimh@qq.com,2018/08/10,68001-252,2019/02/03,First Class,Air,722715.49,2,0.62,jcb,3537080202151690,Very Good,6816 West 84th Circle #42 Arvada CO 80003,3365 Wyndham Drive Fremont CA 94536
810,810,811,Oloo,148-76-9008,6444,Chevrolet,Camaro,Turquoise,1970,574287.61,32909-723,De witt Abramovitz,Male,Web Designer IV,907-152-0169,dwittmi@usda.gov,2019/04/26,50322-005,2019/02/20,Standard Class,Air,808876.7,1,0.46,maestro,5020099760321890,Bad,145 Saint John Street Manchester CT 06040,7101 West Beardsley Road #151 Glendale AZ 85308
811,811,812,Tekfly,540-87-0867,7022,Buick,LeSabre,Violet,1998,660890.66,31190-500,Elyssa O'Rudden,Female,Help Desk Technician,702-892-9101,eoruddenmj@woothemes.com,2019/04/27,49884-463,2019/04/06,Standard Class,Air,881818.02,1,0.6,china-unionpay,5602221070494326,Bad,6729 North 54th Avenue Glendale AZ 85301,36360 Beech Place Newark CA 94560
812,812,813,Skiptube,584-51-0938,973,Ford,Aerostar,Goldenrod,1996,646786.9,76126-007,Egbert Cassely,Male,Nurse,516-923-9987,ecasselymk@google.com.au,2018/12/03,14783-472,2019/06/14,First Class,Air,987134.53,2,0.3,jcb,3541219564699300,Very Bad,10307 Rock Falls Court Louisville KY 40223,23124 North 71st Drive Glendale AZ 85310
813,813,814,Zoombeat,395-97-1152,3143,Dodge,Avenger,Yellow,1996,543943.57,42291-897,Lurlene Naldrett,Female,Physical Therapy Assistant,208-763-0506,lnaldrettml@yellowpages.com,2019/02/17,55154-6270,2019/01/13,Standard Class,Truck,726796.18,1,0.25,diners-club-carte-blanche,30225288326488,Good,80 Locust Avenue #110 Worcester MA 01604,1333 Farragut Street Northwest Washington DC 20011
814,814,815,Brainbox,259-91-4608,9772,Saab,9000,Puce,1987,592913.25,60432-455,Angelica Bohman,Female,Software Engineer IV,949-537-9763,abohmanmm@wp.com,2018/08/01,0093-1026,2019/01/09,First Class,Air,891565.81,2,0.77,jcb,3578182623967819,Bad,814 Miner Road Crownsville MD 21032,2335 Orchard View Lane Escondido CA 92027
815,815,816,Realblab,805-87-4049,9382,Dodge,Ram 3500 Club,Khaki,1995,533036.86,49349-531,June Tattam,Female,Software Consultant,702-760-7239,jtattammn@behance.net,2018/10/31,54868-4198,2019/01/10,First Class,Truck,855322.41,2,0.46,maestro,6762748916059487,Very Bad,25 Cliffside Drive D Manchester CT 06042,46710 Crawford Street #APT 32 Fremont CA 94539
816,816,817,Avavee,759-48-7604,779,Ford,Ranger,Aquamarine,1985,755070.16,11673-977,Dari Boston,Female,Business Systems Development Analyst,810-406-6063,dbostonmo@soup.io,2019/04/19,62011-0225,2019/01/14,First Class,Truck,825703.77,2,0.75,jcb,3552753680240678,Okay,7401 West Arrowhead Clubhouse Drive #2031 Glendale AZ 85308,1609 Porter Avenue Nashville TN 37206
817,817,818,Plajo,788-72-4318,5661,Volvo,XC70,Mauv,2011,763623.22,49349-774,Kaylyn Boutellier,Female,Administrative Assistant III,763-541-9141,kboutelliermp@technorati.com,2018/08/05,49035-439,2019/04/27,First Class,Truck,803609.74,2,0.42,jcb,3553274606263537,Good,4981 Shirley Way Livermore CA 94550,6862 North 44th Avenue #3 Glendale AZ 85301
818,818,819,Twinder,842-36-7675,9711,Saab,9-5,Indigo,2006,751045.64,51346-083,Teressa Pittle,Female,Actuary,785-770-9514,tpittlemq@netvibes.com,2019/02/09,10424-152,2019/06/08,First Class,Truck,987295.49,1,0.84,jcb,3534886443566626,Very Good,2572 Drake Street Montgomery AL 36108,5242 Thornton Lane Panama City FL 32404
819,819,820,Skidoo,370-33-4057,672,Mazda,Familia,Khaki,1990,513142.93,0378-0345,Hermine Woolham,Female,Geologist III,812-119-5202,hwoolhammr@cisco.com,2018/09/10,52125-576,2019/06/06,First Class,Air,795924.05,1,0.67,maestro,5018248206071494,Okay,3538 Mendenhall Court Pleasanton CA 94588,402 Carlton Place Goodlettsville TN 37072
820,820,821,Jabbertype,398-40-4399,9821,Dodge,Stratus,Indigo,1998,605731.65,64117-150,Arel Cass,Male,Systems Administrator III,312-148-8430,acassms@seattletimes.com,2019/06/07,43742-0344,2019/04/24,Second Class,Truck,938855.45,2,0.86,visa-electron,4026259194655555,Bad,716 O Street #APT 000010 Anchorage AK 99501,2917 Miramar Drive Fayetteville AR 72704
821,821,822,Skimia,889-97-0203,8373,Pontiac,G6,Orange,2005,673145.55,63739-284,Reube Phettis,Male,Programmer Analyst IV,858-685-0770,rphettismt@mail.ru,2019/04/23,63941-078,2019/03/27,First Class,Truck,994510.29,1,0.56,diners-club-carte-blanche,30008299039385,Okay,4216 Winter Lake Drive Louisville KY 40272,1701 18th Avenue South Nashville TN 37212
822,822,823,Wikivu,226-81-1300,3983,Isuzu,Rodeo,Blue,1994,588224.02,36800-523,Ali Topper,Male,Compensation Analyst,360-625-8225,atoppermu@reuters.com,2019/04/17,36987-1599,2019/02/06,Second Class,Truck,914946.94,1,0.76,jcb,3579417094297273,Very Bad,8202 4 Winds Drive #3 Lyndon KY 40222,43 Main Street Essex VT 05452
823,823,824,Ainyx,737-56-6848,8799,Maserati,430,Blue,1990,775616.92,62932-142,Melantha Fullstone,Female,Product Engineer,425-546-8808,mfullstonemv@google.nl,2018/06/26,13533-692,2019/02/19,Second Class,Air,815562.29,2,0.82,mastercard,5369724654051001,Okay,80 Locust Avenue #110 Worcester MA 01604,57 Pierpoint Avenue Rutland VT 05701
824,824,825,Innotype,487-64-6614,7071,Dodge,Charger,Violet,1969,674759.43,60505-2640,Yasmeen Antognazzi,Female,Project Manager,206-332-9222,yantognazzimw@amazon.co.uk,2019/03/09,54575-415,2019/04/04,Standard Class,Air,956921.94,1,0.84,jcb,3547481570666293,Okay,517 Wesley Avenue Nashville TN 37207,37 Spring Street Groton CT 06340
825,825,826,Livetube,587-23-0953,3227,Toyota,Previa,Purple,1995,603356.29,51079-086,Aluino Jodkowski,Male,Graphic Designer,317-959-1081,ajodkowskimx@networkadvertising.org,2019/02/06,64942-1160,2019/05/01,Second Class,Air,915587.23,2,0.85,jcb,3532155488733950,Okay,5370 Business Park Drive Montgomery AL 36116,1745 T Street Southeast Washington DC 20020
826,826,827,Quaxo,347-52-4406,8687,Jeep,Grand Cherokee,Orange,2009,748241.18,53603-4002,Audrie Teese,Female,Quality Engineer,281-261-8843,ateesemy@networkadvertising.org,2018/11/08,50268-698,2019/02/04,First Class,Air,770036.28,1,0.89,visa-electron,4175008115793949,Okay,565 North Lakeshore Drive Panama City Beach FL 32413,7111 North 75th Avenue #1067 Glendale AZ 85303
827,827,828,Voomm,595-39-1214,61,Honda,Accord,Teal,1985,521198.62,62296-0036,Bert Giacomoni,Female,Nurse Practicioner,303-624-6971,bgiacomonimz@about.me,2018/12/02,0781-2693,2019/02/13,Second Class,Truck,716417.91,1,0.39,americanexpress,337941658263453,Very Bad,1823 Dinger Road Annapolis MD 21402,22825 North 74th Lane Glendale AZ 85310
828,828,829,Skinte,389-77-7542,331,Volkswagen,Cabriolet,Turquoise,2000,700445.83,0404-6620,Nickey Truelock,Male,Engineer IV,202-797-0779,ntruelockn0@rambler.ru,2018/12/07,55154-6260,2019/02/25,Standard Class,Air,958821.13,2,0.44,mastercard,5276889840947768,Very Bad,1309 Clay Avenue Panama City FL 32401,44 Campfield Road Manchester CT 06040
829,829,830,Mynte,615-31-9957,7642,Buick,Roadmaster,Crimson,1994,700547.61,51143-066,Frances Acomb,Female,Safety Technician IV,865-810-1519,facombn1@privacy.gov.au,2019/03/09,0363-0567,2019/05/10,Second Class,Truck,942754.67,1,0.74,jcb,3554522539355617,Bad,36043 Soapberry Commons Fremont CA 94536,5128 West Carol Avenue Glendale AZ 85302
830,830,831,Edgeclub,206-01-2301,8398,Ford,E350,Mauv,2004,683185.48,63868-926,Kienan De Ruel,Male,Software Engineer I,316-154-9276,kden2@histats.com,2019/03/04,21695-223,2019/01/18,Second Class,Air,893058.78,2,0.74,china-unionpay,56022559904518041,Okay,180 Center Street Manchester CT 06040,5814 Carriage Brook Road Montgomery AL 36116
831,831,832,Mynte,747-50-9079,5694,Lincoln,Town Car,Khaki,2008,562464.08,0904-5869,Shannan Humfrey,Male,Civil Engineer,757-497-5918,shumfreyn3@arizona.edu,2018/06/28,49967-006,2019/03/30,First Class,Air,774076.72,2,0.87,mastercard,5206993995559132,Good,43949 South Moray Street Fremont CA 94539,400 D Street #STE 1B Anchorage AK 99501
832,832,833,Oozz,213-92-7831,8673,Nissan,Sentra,Turquoise,2003,502874.75,21695-146,Esmeralda Prodrick,Female,Help Desk Operator,336-225-2671,eprodrickn4@cafepress.com,2018/12/26,35356-765,2019/03/10,First Class,Air,789455.65,2,0.42,diners-club-enroute,201584132005638,Bad,812 Southwest 151st Street Oklahoma City OK 73170,800 West Street Panama City FL 32404
833,833,834,Tagpad,273-17-9329,4263,Kia,Sedona,Blue,2011,532384.01,36800-618,Bambie Freemantle,Female,Dental Hygienist,504-116-7257,bfreemantlen5@barnesandnoble.com,2018/12/01,76344-5001,2019/03/22,First Class,Air,993960.11,2,0.31,jcb,3588753415047230,Good,77 Gerald Drive Manchester CT 06040,982 Stonington Drive Arnold MD 21012
834,834,835,Linkbuzz,863-38-3008,8551,Suzuki,Vitara,Red,2004,739966.48,49643-301,Brit Brennan,Female,Account Executive,626-219-1419,bbrennann6@cam.ac.uk,2019/05/13,0378-7155,2019/02/26,Standard Class,Air,826635.9,2,0.58,maestro,6304701299036748788,Good,30 Tanner Street Manchester CT 06042,18 Densmore Drive Essex VT 05452
835,835,836,Kayveo,320-86-5969,5589,Chevrolet,Express 2500,Red,1996,786288.29,50268-453,Moira Bearward,Female,Chemical Engineer,704-898-9941,mbearwardn7@census.gov,2019/05/19,49349-015,2019/05/24,Second Class,Air,946986.17,2,0.38,mastercard,5010127021926751,Very Good,8 Elmwood Drive Rutland VT 05701,1823 North Munchkin Lane Fayetteville AR 72704
836,836,837,Linkbridge,184-72-8743,9105,Mercedes-Benz,GL-Class,Teal,2007,610117.98,36987-2265,Vittorio Mariner,Male,Administrative Officer,717-648-1601,vmarinern8@netvibes.com,2018/08/30,37000-410,2019/04/12,Same Day,Air,930483.56,1,0.4,visa-electron,4175001821376042,Very Good,721 Bay Ridge Avenue Annapolis MD 21403,314 Cherrywood Drive Moore OK 73160
837,837,838,Divavu,140-89-4888,6711,Acura,ZDX,Khaki,2010,757687.61,53489-590,Nikaniki Ciccottini,Female,Web Designer I,713-180-4911,nciccottinin9@hugedomains.com,2019/05/05,68788-9841,2019/05/05,Same Day,Air,937869.14,1,0.39,diners-club-carte-blanche,30185217529976,Very Bad,5370 Business Park Drive Montgomery AL 36116,2209 Florida Avenue Savannah GA 31404
838,838,839,Leexo,434-91-9008,7722,Volvo,C70,Mauv,2013,671719.74,0440-1385,Sergeant Walkley,Male,Chief Design Engineer,765-151-4119,swalkleyna@ucla.edu,2019/03/30,63783-403,2019/01/27,First Class,Truck,755845.16,2,0.35,jcb,3577577247126422,Good,1804 Calhoun Avenue Panama City FL 32405,1100 Cleveland Street Fayetteville AR 72701
839,839,840,InnoZ,331-64-7016,6299,GMC,Sierra 2500HD,Turquoise,2006,794277.7,36987-2079,Ali Repper,Female,Systems Administrator IV,512-811-0997,areppernb@about.com,2019/06/02,55154-5896,2019/05/17,Standard Class,Truck,708238.89,1,0.73,jcb,3545773834947903,Bad,3511 Oakland Zion Road Fayetteville AR 72703,56 Gardner Street Manchester CT 06040
840,840,841,Pixope,643-75-4415,8480,Mazda,Navajo,Maroon,1993,779729.93,68472-132,Anna-diane Jeanesson,Female,Recruiter,865-870-9779,ajeanessonnc@printfriendly.com,2018/09/17,37808-476,2019/01/05,Same Day,Air,893916.29,2,0.69,mastercard,5100144009414107,Very Good,1401 Saint George Avenue Moore OK 73160,106 Parker Parkway Mexico Beach FL 32456
841,841,842,Feedbug,375-41-3647,7706,Mazda,MPV,Pink,1990,680232.41,48951-1037,Elwira Maylam,Female,Account Representative II,405-247-5112,emaylamnd@illinois.edu,2018/07/29,52125-051,2019/03/03,Same Day,Truck,882064.51,1,0.9,jcb,3547357262139296,Okay,3408 Bellisima Place #204 Louisville KY 40245,811 River Dell Drive Louisville KY 40206
842,842,843,Roombo,596-80-7389,2499,Aston Martin,V12 Vantage,Green,2012,621092.39,37000-587,Zacherie Aartsen,Male,Senior Financial Analyst,989-960-9080,zaartsenne@sciencedirect.com,2018/09/22,41250-037,2019/01/29,First Class,Air,937323.87,2,0.58,jcb,3539486484666172,Okay,17372 Crestview Road Fayetteville AR 72701,14300 Leesa Lane Edmond OK 73013
843,843,844,Feedmix,631-99-9505,593,Pontiac,Grand Prix,Indigo,1994,550152.88,55150-125,Elysha Marquez,Female,Assistant Manager,414-982-2282,emarqueznf@google.de,2019/02/03,51672-4050,2019/04/09,First Class,Truck,980213.23,2,0.73,diners-club-carte-blanche,30243536450018,Bad,31 Ashworth Street Manchester CT 06040,7025 Queen Street Arvada CO 80004
844,844,845,Brainsphere,105-82-0581,8799,Cadillac,Escalade EXT,Blue,2010,636858.15,36987-1163,Laurens Wye,Male,Web Developer II,212-155-4033,lwyeng@printfriendly.com,2019/04/03,13668-343,2019/02/21,First Class,Air,727191.54,2,0.62,china-unionpay,5602251868038786129,Very Good,2170 Benton Boulevard #2107 Pooler GA 31322,714 Venetian Way Panama City FL 32405
845,845,846,Mymm,759-60-1833,8019,Nissan,Frontier,Khaki,2000,598226.5,0363-0057,Iver Thaxter,Male,Social Worker,414-489-9365,ithaxternh@yahoo.co.jp,2019/03/14,0409-9789,2019/02/09,Second Class,Air,711964.37,2,0.52,jcb,3545591823666668,Very Good,7024 Johnny Mercer Boulevard Savannah GA 31410,212 Holiday Circle Savannah GA 31419
